"filename", "language", "JSON", "Docker", "C++", "Markdown", "PostCSS", "JavaScript", "JavaScript JSX", "XML", "HTML", "comment", "blank", "total"
"c:\dev\cpp-judger-project\backend\myapp\temp\231\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\232\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\233\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\234\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\235\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\236\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\237\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\238\main.cpp", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\23\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\24\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\25\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\26\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\27\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\28\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\29\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\30\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\32\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\33\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\34\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\35\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\36\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\37\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\38\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\39\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\dev\cpp-judger-project\backend\myapp\temp\40\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\dev\cpp-judger-project\backend\myapp\temp\44\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\dev\cpp-judger-project\backend\myapp\temp\50\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\59\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\5\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\63\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\6\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\70\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\74\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\78\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\7\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\81\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\83\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\89\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\8\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\91\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\92\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\93\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\94\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\95\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\96\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\97\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\98\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\dev\cpp-judger-project\backend\myapp\temp\99\main.cpp", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\dev\cpp-judger-project\backend\myapp\temp\9\main.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\dev\cpp-judger-project\backend\myapp\worker.js", "JavaScript", 0, 0, 0, 0, 0, 75, 0, 0, 0, 3, 5, 83
"c:\dev\cpp-judger-project\backend\package-lock.json", "JSON", 1208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1209
"c:\dev\cpp-judger-project\backend\package.json", "JSON", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\dev\cpp-judger-project\frontend\README.md", "Markdown", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 6, 13
"c:\dev\cpp-judger-project\frontend\eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 30
"c:\dev\cpp-judger-project\frontend\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 15
"c:\dev\cpp-judger-project\frontend\package-lock.json", "JSON", 2999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3000
"c:\dev\cpp-judger-project\frontend\package.json", "JSON", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\dev\cpp-judger-project\frontend\public\vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\dev\cpp-judger-project\frontend\src\App.css", "PostCSS", 0, 0, 0, 0, 386, 0, 0, 0, 0, 18, 36, 440
"c:\dev\cpp-judger-project\frontend\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
"c:\dev\cpp-judger-project\frontend\src\assets\react.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\dev\cpp-judger-project\frontend\src\components\Button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"c:\dev\cpp-judger-project\frontend\src\components\Leaderboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 4, 37
"c:\dev\cpp-judger-project\frontend\src\context\AuthContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"c:\dev\cpp-judger-project\frontend\src\index.css", "PostCSS", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 7, 83
"c:\dev\cpp-judger-project\frontend\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
"c:\dev\cpp-judger-project\frontend\src\pages\HomePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 6, 131
"c:\dev\cpp-judger-project\frontend\src\pages\LoginPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 4, 82
"c:\dev\cpp-judger-project\frontend\src\pages\ProblemPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 13, 146
"c:\dev\cpp-judger-project\frontend\src\pages\RegisterPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 4, 68
"c:\dev\cpp-judger-project\frontend\src\pages\RoomPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 171, 0, 0, 2, 15, 188
"c:\dev\cpp-judger-project\frontend\src\pages\RoomsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 9, 138
"c:\dev\cpp-judger-project\frontend\src\pages\authPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 4, 18
"c:\dev\cpp-judger-project\frontend\src\pages\roompage.css", "PostCSS", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 19, 116
"c:\dev\cpp-judger-project\frontend\vercel.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\dev\cpp-judger-project\frontend\vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 2, 8
"c:\dev\cpp-judger-project\main.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\dev\cpp-judger-project\package-lock.json", "JSON", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 151
"c:\dev\cpp-judger-project\package.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"Total", "-", 7963, 11, 1090, 104, 559, 761, 835, 2, 14, 143, 444, 11926
